,0506020096,,0,,0,0,,130,,,,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE FIGADO- PÓS TRANSPLANTE CRÍTICO,,"267,67",,"114,77",,"382,44",,,200,,N,,N,,AC
,0506020100,,0,,0,0,,130,,,,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE ALOGÊNICO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,,"338,12",,"59,67",,"397,79",,,200,,N,,N,,AC
,0506020118,,0,,0,0,,130,,,,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE AUTOLÓGO DE CÉLULAS-TRONCO HEMATOPOÉTICAS- PÓS TRANSPLANTE CRÍTICO,,"108,46",,"19,14",,"127,60",,,200,,N,,N,,AC
,0506020134,,0,,0,0,,130,,,,TRATAMENTO DE INTERCORRENCIA PÓS TRANSPLANTE DE PÂNCREAS - PÓS TRANSPLANTE CRÍTICO,,"213,81",,"91,67",,"305,48",,,200,,N,,N,,AC
,ANESTESIOLOGIA,,,,,,,,,,,,,,,,,,,,,,,,,,
,0417010010,,0,,0,9,,60,,,,ANESTESIA OBSTETRICA P/ CESARIANA,,"0,00",,"61,18",,"61,18",,,0,,N,,N,,MC
,0417010028,,0,,0,9,,60,,,,ANALGESIA OBSTETRICA P/ PARTO NORMAL,,"0,00",,"48,30",,"48,30",,,0,,N,,N,,MC
,0417010036,,0,,0,9,,60,,,,ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO,,"0,00",,"96,60",,"96,60",,,0,,N,,N,,MC
,0417010044,,0,,0,0,,130,,,,ANESTESIA GERAL,,"0,00",,"84,00",,"84,00",,,0,,N,,N,,MC
,0417010052,,0,,0,0,,130,,,,ANESTESIA REGIONAL,,"0,00",,"84,00",,"84,00",,,0,,N,,N,,MC
,0417010060,,0,,0,0,,130,,,,SEDACAO,,"0,00",,"15,15",,"15,15",,,0,,N,,N,,MC
,AVALIAÇÃO DE MORTE ENCEFÁLICA,,,,,,,,,,,,,,,,,,,,,,,,,,
,0502010010,,0,,0,2,,90,,,,AVALIACAO CLINICA DE MORTE ENCEFALICA EM MAIOR DE 2 ANOS,,"75,00",,"140,00",,"215,00",,,0,,N,,N,,AC
,0502010029,,0,,0,0,,2,,,,AVALIAÇÃO CLINICA DE MORTE ENCEFÁLICA EM MENOR DE 2 ANOS,,"125,00",,"150,00",,"275,00",,,0,,N,,N,,AC
,AÇÕES COLETIVAS/INDIVIDUAIS EM SAÚDE,,,,,,,,,,,,,,,,,,,,,,,,,,
,0101020058,,0,,0,0,,130,,,,APLICAÇÃO DE CARIOSTÁTICO (POR DENTE),,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101020066,,0,,0,0,,130,,,,APLICAÇÃO DE SELANTE (POR DENTE),,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101020074,,0,,0,0,,130,,,,APLICAÇÃO TÓPICA DE FLÚOR (INDIVIDUAL POR SESSÃO),,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101020090,,0,,0,0,,130,,,,SELAMENTO PROVISÓRIO DE CAVIDADE DENTÁRIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101040059,,0,,0,0,,49,,,,ADMINISTRAÇÃO DE VITAMINA A,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050011,,0,,0,0,,130,,,,PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050020,,0,,0,0,,130,,,,TERAPIA COMUNITÁRIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050046,,0,,0,0,,130,,,,YOGA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050054,,0,,0,0,,130,,,,OFICINA DE MASSAGEM/ AUTO-MASSAGEM,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050062,,0,,0,0,,130,,,,SESSÃO DE ARTETERAPIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050070,,0,,0,0,,130,,,,SESSÃO DE MEDITAÇÃO,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050089,,0,,0,0,,130,,,,SESSÃO DE MUSICOTERAPIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050097,,0,,0,0,,130,,,,SESSÃO DE ANTROPOSOFIA APLICADA À SAÚDE,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050100,,0,,0,0,,130,,,,SESSÃO DE BIODANÇA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050119,,0,,0,0,,130,,,,SESSÃO DE BIOENERGÉTICA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050127,,0,,0,0,,130,,,,SESSÃO DE CONSTELAÇÃO FAMILIAR,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050135,,0,,0,0,,130,,,,SESSÃO DE DANÇA CIRCULAR,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0101050143,,0,,0,0,,130,,,,SESSÃO DE TERMALISMO,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,AÇÕES RELACIONADAS AO ATENDIMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,
,0802010016,,0,,0,18,,59,,,,DIARIA DE ACOMPANHANTE ADULTO (COM PERNOITE),,"8,00",,"0,00",,"8,00",,,0,,N,,N,,NA
,0802010024,,0,,0,0,,18,,,,DIARIA DE ACOMPANHANTE CRIANCA/ADOLESCENTE C/PERNOITE,,"8,00",,"0,00",,"8,00",,,0,,N,,N,,NA
,0802010032,,0,,0,9,,60,,,,DIARIA DE ACOMPANHANTE DE GESTANTE C/ PERNOITE,,"8,00",,"0,00",,"8,00",,,0,,N,,N,,NA
,,,,,,,,,,,,,"SERV
AMB",,"SERV
HOSP",,"SP
HOSP",,"TOTAL
HOSP",,,,,,,,
Procedimento,,A,,PM,,MN,MX,,CID,,DESCRIÇÃO,,,,,,,,,CIR,,ANE,,URG,,TP,
,0802010040,,0,,0,60,,130,,,,DIARIA DE ACOMPANHANTE DE IDOSOS C/ PERNOITE,,"8,00",,"0,00",,"8,00",,,0,,N,,N,,NA
,0802010059,,0,,0,60,,130,,,,DIARIA DE ACOMPANHANTE DE IDOSOS S/ PERNOITE,,"4,00",,"0,00",,"4,00",,,0,,N,,N,,NA
,0802010067,,0,,0,0,,0,,,,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS EM NEONATOLOGIA,,"57,42",,"79,78",,"137,20",,,0,,N,,N,,NA
,0802010075,,0,,0,0,,19,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI III),,"595,00",,"105,00",,"700,00",,,0,,N,,N,,NA
,0802010083,,0,,0,12,,130,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI II),,"510,00",,"90,00",,"600,00",,,0,,N,,N,,NA
,0802010091,,0,,0,12,,130,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA ADULTO (UTI III),,"595,00",,"105,00",,"700,00",,,0,,N,,N,,NA
,0802010105,,0,,0,12,,130,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE ADULTO (UTI I),,"119,10",,"19,90",,"139,00",,,0,,N,,N,,NA
,0802010113,,0,,0,0,,130,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE QUEIMADOS,,"595,00",,"105,00",,"700,00",,,0,,N,,N,,NA
,0802010121,,0,,0,0,,0,,,,DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO II),,"612,00",,"108,00",,"720,00",,,0,,N,,N,,NA
,0802010130,,0,,0,0,,0,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL - UTIN (TIPO III),,"714,00",,"126,00",,"840,00",,,0,,N,,N,,NA
,0802010148,,0,,0,0,,19,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI I),,"119,10",,"19,90",,"139,00",,,0,,N,,N,,NA
,0802010156,,0,,0,0,,19,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA EM PEDIATRIA (UTI II),,"510,00",,"90,00",,"600,00",,,0,,N,,N,,NA
,0802010164,,0,,0,0,,0,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL (UTI I),,"119,10",,"19,90",,"139,00",,,0,,N,,N,,NA
,0802010199,,0,,0,0,,0,,,,DIÁRIA DE PERMANÊNCIA A MAIOR,,"16,19",,"3,87",,"20,06",,,0,,N,,N,,NA
,0802010210,,0,,0,18,,130,,,,DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA-UCO TIPO II,,"680,00",,"120,00",,"800,00",,,0,,N,,N,,NA
,0802010229,,0,,0,18,,130,,,,DIÁRIA DE UNIDADE DE TERAPIA INTENSIVA CORONARIANA- UCO TIPO III,,"680,00",,"120,00",,"800,00",,,0,,N,,N,,NA
,0802010237,,0,,0,0,,0,,,,DIÁRIA DE UNIDADE DE CUIDADOS INTERMEDIÁRIOS NEONATAL CONVENCIONAL (UCINCO),,"126,00",,"174,00",,"300,00",,,0,,N,,N,,NA
,0802010245,,0,,0,0,,0,,,,DIÁRIA DE UNIDADE DE CUIDADOS INTERMEDIÁRIOS NEONATAL CANGURU (UCINCA),,"126,00",,"174,00",,"300,00",,,0,,N,,N,,NA
,0802010253,,0,,0,4,,130,,,,DIARIA DE SAÚDE MENTAL COM PERMANENCIA DE ATÉ SETE DIAS,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,NA
,0802010261,,0,,0,4,,130,,,,DIÁRIA DE SAUDE MENTAL COM PERMANENCIA ENTRE 08 A 15 DIAS,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,NA
,0802010270,,0,,0,4,,130,,,,DIÁRIA DE SAUDE MENTAL COM PERMENENCIA SUPERIOR A 15 DIAS,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,NA
,0802010326,,0,,0,0,,19,,,,DIÁRIA DE LEITO DE SUPORTE VENTILATÓRIO PULMONAR PEDIÁTRICO,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,NA
,0802010342,,0,,0,0,,0,,,,ACOMPANHAMENTO DE INTERCORRENCIA POS-CIRÚRGICA,,"612,00",,"108,00",,"720,00",,,0,,N,,N,,NA
,0802010350,,0,,0,0,,0,,,,DIÁRIA DE UTI EM SITUAÇÃO DE INTERCORRÊNCIA POS-CIRÚRGICA,,"1.632,00",,"288,00",,"1.920,00",,,0,,N,,N,,NA
,0802020011,,0,,0,0,,0,,,,MONITORAMENTO DE CIRCULAÇÃO EXTRACORPÓREA,,"0,00",,"60,00",,"60,00",,,0,,N,,N,,NA
,0802020020,,0,,0,0,,0,,,,NOTIFICAÇÃO DE CAUSAS EXTERNAS E AGRAVOS RELACIONADOS AO TRABALHO,,"2,38",,"0,00",,"2,38",,,0,,N,,N,,NA
,AÇÕES RELACIONADAS AO ESTABELECIMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,
,0801010039,,0,,0,9,,60,,,,INCENTIVO AO PARTO - PHPN (COMPONENTE I),,"40,00",,"0,00",,"40,00",,,0,,N,,N,,NA
,0801010047,,0,,0,0,,0,,,,INCENTIVO AO REGISTRO CIVIL DE NASCIMENTO,,"5,00",,"0,00",,"5,00",,,0,,N,,N,,NA
,AÇÕES RELACIONADAS À DOAÇÃO DE ORGÃOS E TECIDOS PARA TRANSPLANTE,,,,,,,,,,,,,,,,,,,,,,,,,,
,0503010014,,0,,0,0,,90,,,,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS PARA TRANSPLANTE,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AC
,0503010022,,0,,0,0,,90,,Z524,,AÇÕES RELACIONADAS A DOAÇÃO DE ÓRGÃOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO DE SAUDE,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AC
,0503020010,,0,,5,18,,130,,Z526,,HEPATECTOMIA PARCIAL P/ TRANSPLANTE (DOADOR VIVO),,"4.670,00",,"2.714,00",,"7.384,00",,,2500,,S,,N,,AC
,0503020028,,0,,4,18,,130,,Z524,,NEFROURETERECTOMIA UNILATERAL P/ TRANSPLANTE,,"993,26",,"1.130,34",,"2.123,60",,,2500,,S,,N,,AC
,0503030015,,0,,0,0,,90,,,,MANUTENCAO HEMODINAMICA DE POSSIVEL DOADOR E TAXA DE SALA P/ RETIRADA DE ORGAOS,,"500,00",,"400,00",,"900,00",,,0,,N,,N,,AC
,0503030023,,1,,0,0,,90,,,,RETIRADA DE CORAÇÃO (PARA TRANSPLANTE),,"0,00",,"1.170,00",,"1.170,00",,,0,,N,,N,,AC
,0503030031,,0,,0,0,,90,,,,RETIRADA DE CORACAO P/ PROCESSAMENTO DE VALVULA / TUBO VALVADO P/ TRANSPLANTE,,"0,00",,"260,00",,"260,00",,,0,,N,,N,,AC
,0503030040,,1,,0,0,,90,,,,RETIRADA DE FÍGADO (PARA TRANSPLANTE),,"0,00",,"2.340,00",,"2.340,00",,,0,,N,,N,,AC
,0503030058,,0,,0,2,,80,,,,RETIRADA DE GLOBO OCULAR UNI / BILATERAL (P/ TRANSPLANTE),,"0,00",,"483,57",,"483,57",,,0,,N,,N,,MC
,0503030066,,1,,0,0,,90,,,,RETIRADA DE PÂNCREAS (PARA TRANSPLANTE),,"0,00",,"2.340,00",,"2.340,00",,,0,,N,,N,,AC
,0503030074,,1,,0,0,,90,,,,RETIRADA DE PULMÕES (PARA TRANSPLANTE),,"0,00",,"2.340,00",,"2.340,00",,,0,,N,,N,,AC
,0503030082,,1,,0,0,,90,,,,RETIRADA UNI / BILATERAL DE RIM (PARA TRANSPLANTE) - DOADOR FALECIDO,,"0,00",,"1.170,00",,"1.170,00",,,0,,N,,N,,AC
,0503030090,,0,,0,10,,70,,,,RETIRADA DE TECIDO ÓSTEO -FASCIO-CONDRO- LIGAMENTOSO,,"370,00",,"800,00",,"1.170,00",,,0,,N,,N,,AC
,0503030104,,0,,0,10,,75,,,,RETIRADA DE PELE PARA TRANSPLANTE,,"370,00",,"800,00",,"1.170,00",,,0,,N,,N,,AC
,0503030112,,0,,0,0,,0,,,,CAPTAÇÃO DE MEMBRANA AMNIÓTICA,,"410,80",,"176,00",,"586,80",,,0,,N,,N,,AC
,0503040010,,0,,0,0,,90,,,,COORDENACAO DE SALA CIRURGICA P/ RETIRADA DE ORGAOS E TECIDOS P/ TRANSPLANTE,,"200,00",,"200,00",,"400,00",,,0,,N,,N,,NA
,0503040029,,0,,0,0,,90,,,,DESLOCAMENTO INTERESTADUAL DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS,,"0,00",,"900,00",,"900,00",,,0,,N,,N,,NA
,0503040037,,0,,0,0,,90,,,,DESLOCAMENTO DE EQUIPE PROFISSIONAL P/ RETIRADA DE ORGAOS - INTERMUNICIPAL,,"0,00",,"450,00",,"450,00",,,0,,N,,N,,NA
,0503040045,,0,,0,0,,90,,,,DIARIA DE UNIDADE DE TERAPIA INTENSIVA DE PROVÁVEL DOADOR DE ÓRGÃOS,,"436,61",,"72,02",,"508,63",,,0,,N,,N,,NA
,,,,,,,,,,,,,"SERV
AMB",,"SERV
HOSP",,"SP
HOSP",,"TOTAL
HOSP",,,,,,,,
Procedimento,,A,,PM,,MN,MX,,CID,,DESCRIÇÃO,,,,,,,,,CIR,,ANE,,URG,,TP,
,0503040053,,0,,0,0,,90,,,,ENTREVISTA FAMILIAR P/ DOAÇÃO DE ORGAOS DE DOADORES EM MORTE ENCEFÁLICA,,"100,00",,"320,00",,"420,00",,,0,,N,,N,,AC
,0503040061,,0,,0,2,,80,,,,ENTREVISTA FAMILIAR PARA DOAÇÃO DE TECIDOS DE DOADORES COM CORAÇÃO PARADO,,"100,00",,"320,00",,"420,00",,,0,,N,,N,,AC
,0503040088,,0,,0,0,,90,,,,CAPTAÇÃO DE ÓRGÃO EFETIVAMENTE TRANSPLANTADO,,"260,00",,"0,00",,"260,00",,,0,,N,,N,,AC
,BUCOMAXILOFACIAL,,,,,,,,,,,,,,,,,,,,,,,,,,
,0414010027,,0,,4,20,,130,,C000,,MOLDAGEM / IMPLANTE EM MUCOSA (POR TRATAMENTO COMPLETO),,"436,69",,"349,95",,"786,64",,,850,,S,,N,,AC
,0414010035,,0,,2,20,,130,,,,MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO),,"436,69",,"349,95",,"786,64",,,850,,S,,N,,AC
,0414010256,,0,,1,2,,130,,J018,,TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL / ORO-NASAL,,"216,28",,"283,37",,"499,65",,,250,,S,,N,,MC
,0414010272,,0,,2,2,,130,,K041,,TRATAMENTO CIRÚRGICO DE FÍSTULA CUTÂNEA DE ORIGEM DENTÁRIA,,"99,13",,"73,50",,"172,63",,,250,,S,,N,,MC
,0414010329,,0,,1,0,,130,,K047,,TRATAMENTO CIRÚRGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR,,"199,70",,"161,41",,"361,11",,,250,,S,,N,,MC
,0414010345,,0,,1,0,,130,,,,EXCISÃO DE CÁLCULO DE GLÂNDULA SALIVAR,,"512,54",,"160,08",,"672,62",,,200,,N,,N,,MC
,0414010361,,0,,0,0,,130,,,,EXERESE DE CISTO ODONTOGÊNICO E NÃO-ODONTOGÊNICO,,"35,53",,"0,00",,"35,53",,,0,,N,,N,,MC
,0414010388,,0,,0,0,,130,,,,TRATAMENTO CIRÚRGICO DE FÍSTULA INTRA / EXTRAORAL,,"19,18",,"0,00",,"19,18",,,0,,N,,N,,MC
,0414020022,,0,,0,5,,130,,,,APICECTOMIA COM OU SEM OBTURAÇÃO RETRÓGRADA,,"21,92",,"0,00",,"21,92",,,0,,N,,N,,MC
,0414020030,,0,,0,10,,130,,,,APROFUNDAMENTO DE VESTÍBULO ORAL (POR SEXTANTE),,"21,92",,"0,00",,"21,92",,,0,,N,,N,,MC
,0414020049,,0,,0,10,,130,,,,CORREÇÃO DE BRIDAS MUSCULARES,,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020057,,0,,0,10,,130,,,,CORREÇÃO DE IRREGULARIDADES DE REBORDO ALVEOLAR,,"21,92",,"0,00",,"21,92",,,0,,N,,N,,MC
,0414020065,,0,,0,10,,130,,,,CORREÇÃO DE TUBEROSIDADE DO MAXILAR,,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020073,,0,,0,0,,130,,,,CURETAGEM PERIAPICAL,,"21,92",,"0,00",,"21,92",,,0,,N,,N,,MC
,0414020081,,0,,0,10,,130,,,,ENXERTO GENGIVAL,,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020090,,0,,0,10,,130,,,,ENXERTO ÓSSEO DE ÁREA DOADORA INTRABUCAL,,"21,92",,"0,00",,"21,92",,,0,,N,,N,,MC
,0414020120,,0,,0,0,,130,,,,EXODONTIA DE DENTE DECÍDUO,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020138,,0,,0,0,,130,,,,EXODONTIA DE DENTE PERMANENTE,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020146,,0,,0,5,,130,,,,EXODONTIA MÚLTIPLA COM ALVEOLOPLASTIA POR SEXTANTE,,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020154,,0,,0,2,,130,,,,GENGIVECTOMIA (POR SEXTANTE),,"15,02",,"0,00",,"15,02",,,0,,N,,N,,MC
,0414020162,,0,,0,2,,130,,,,GENGIVOPLASTIA (POR SEXTANTE),,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020170,,0,,0,0,,130,,,,GLOSSORRAFIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020200,,0,,0,0,,130,,,,MARSUPIALIZAÇÃO DE CISTOS E PSEUDOCISTOS,,"15,02",,"0,00",,"15,02",,,0,,N,,N,,MC
,0414020219,,0,,0,0,,130,,,,ODONTOSECÇÃO / RADILECTOMIA / TUNELIZAÇÃO,,"19,18",,"0,00",,"19,18",,,0,,N,,N,,MC
,0414020243,,0,,0,5,,130,,,,REIMPLANTE E TRANSPLANTE DENTAL (POR ELEMENTO),,"19,18",,"0,00",,"19,18",,,0,,N,,N,,MC
,0414020278,,0,,0,0,,130,,,,REMOÇÃO DE DENTE RETIDO (INCLUSO / IMPACTADO),,"22,72",,"0,00",,"22,72",,,0,,N,,N,,MC
,0414020294,,0,,0,0,,130,,,,REMOÇÃO DE TORUS E EXOSTOSES,,"11,36",,"0,00",,"11,36",,,0,,N,,N,,MC
,0414020359,,0,,0,0,,130,,,,TRATAMENTO CIRÚRGICO DE HEMORRAGIA BUCO-DENTAL,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020367,,0,,0,5,,130,,,,TRATAMENTO CIRÚRGICO PARA TRACIONAMENTO DENTAL,,"22,72",,"0,00",,"22,72",,,0,,N,,N,,MC
,0414020375,,0,,0,5,,130,,,,TRATAMENTO CIRÚRGICO PERIODONTAL (POR SEXTANTE),,"12,98",,"0,00",,"12,98",,,0,,N,,N,,MC
,0414020383,,0,,0,0,,130,,,,TRATAMENTO DE ALVEOLITE,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020405,,0,,0,0,,130,,,,ULOTOMIA/ULECTOMIA,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,0414020413,,0,,1,0,,130,,,,TRATAMENTO ODONTOLÓGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS,,"119,92",,"208,42",,"328,34",,,150,,S,,N,,MC
,0414020430,,0,,0,0,,130,,,,EXODONTIA DE DENTE SUPRANUMERÁRIO,,"0,00",,"0,00",,"0,00",,,0,,N,,N,,AB
,"CIRURGIA DAS VIAS AÉREAS SUPERIORES, DA FACE, DA CABEÇA E DO PESCOÇO",,,,,,,,,,,,,,,,,,,,,,,,,,
,0404010016,,0,,1,2,,130,,J352,,ADENOIDECTOMIA,,"490,59",,"588,51",,"1.079,10",,,200,,S,,N,,MC
,0404010024,,0,,1,3,,130,,J350,,AMIGDALECTOMIA,,"521,22",,"551,78",,"1.073,00",,,200,,S,,N,,MC
,0404010032,,0,,1,2,,130,,J350,,AMIGDALECTOMIA COM ADENOIDECTOMIA,,"575,04",,"608,77",,"1.183,81",,,200,,S,,N,,MC
,0404010040,,0,,2,0,,2,,H660,,ANTROTOMIA DA MASTOIDE (DRENAGEM DE OTITE NO LACTENTE),,"128,42",,"166,67",,"295,09",,,250,,S,,S,,MC
,0404010059,,0,,2,0,,130,,J390,,DRENAGEM DE ABSCESSO FARINGEO,,"105,10",,"133,34",,"238,44",,,100,,S,,S,,MC
,0404010067,,0,,2,1,,130,,J36,,DRENAGEM DE ABSCESSO PERIAMIGDALIANO,,"105,10",,"133,34",,"238,44",,,100,,S,,S,,MC
,0404010083,,0,,2,12,,130,,H818,,DRENAGEM DO SACO ENDO-LINFATICO - SHUNT (C/ AUDICAO POR VIA TRANSMASTOIDEA),,"276,26",,"533,57",,"809,83",,,550,,S,,N,,MC
,0404010105,,0,,1,1,,130,,H800,,ESTAPEDECTOMIA,,"273,72",,"402,54",,"676,26",,,550,,S,,N,,MC
,0404010113,,0,,2,0,,130,,C320,,EXÉRESE DE PAPILOMA EM LARINGE,,"71,17",,"91,93",,"163,10",,,200,,S,,N,,MC
,0404010121,,0,,2,0,,130,,C07,,"EXÉRESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOÇO",,"158,52",,"200,06",,"358,58",,,250,,S,,N,,MC
,0404010130,,0,,2,12,,130,,C140,,EXTIRPAÇÃO DE TUMOR DO CAVUM E FARINGE,,"108,90",,"133,33",,"242,23",,,200,,S,,N,,MC
,0404010148,,0,,1,0,,130,,H802,,IMPLANTE COCLEAR,,"1.058,98",,"655,68",,"1.714,66",,,400,,S,,N,,AC
,,,,,,,,,,,,,"SERV
AMB",,"SERV
HOSP",,"SP
HOSP",,"TOTAL
HOSP",,,,,,,,
Procedimento,,A,,PM,,MN,MX,,CID,,DESCRIÇÃO,,,,,,,,,CIR,,ANE,,URG,,TP,
,0404010164,,0,,2,0,,130,,H818,,LABIRINTECTOMIA MEMBRANOSA / ÓSSEA COM OU SEM AUDIÇÃO,,"278,84",,"533,33",,"812,17",,,550,,S,,N,,MC
,0404010172,,0,,3,1,,130,,C142,,LARINGECTOMIA PARCIAL,,"699,66",,"373,36",,"1.073,02",,,250,,S,,N,,MC
,0404010180,,0,,5,1,,130,,C320,,LARINGECTOMIA TOTAL,,"726,15",,"254,16",,"980,31",,,400,,S,,N,,MC
,0404010199,,0,,5,1,,130,,C320,,LARINGECTOMIA TOTAL COM ESVAZIAMENTO CERVICAL,,"726,15",,"254,16",,"980,31",,,400,,S,,N,,MC
,0404010202,,0,,5,0,,130,,S110,,LARINGORRAFIA,,"531,75",,"354,70",,"886,45",,,250,,S,,S,,MC
,0404010210,,0,,2,0,,130,,C301,,MASTOIDECTOMIA RADICAL,,"360,92",,"396,21",,"757,13",,,550,,S,,N,,MC
