,,,ASSISTÊNCIA FISIOTERAPÊUTICA CARDIOVASCULARES E PNEUMO-FUNCIONAIS,,,,,,,,,
61,,PRISCILA GARCIA DE MORAES ,,,,,,,,,,
,,,,030204001,,ATENDIMENTO FISIOTERAPÊUTICO EM P,,,,154,"977,90",
,,,,,,,Total Prestador:,154,,,"977,90",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
68,,EDUARDO CORREA DE COSTA ,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,334,"3.340,00",
,,,,,,,Total Prestador:,334,,,"3.340,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
68,,EDUARDO CORREA DE COSTA ,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,196,"10.819,20",
,,,,,,,Total Prestador:,196,,,"10.819,20",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE ALGUMAS AFECÇÕESS ORIGINADAS NO PERÍODO NEONATAL,,,,,,,,,
68,,EDUARDO CORREA DE COSTA ,,,,,,,,,,
,,,,030316003,,TRATAMENTO DE OUTROS TRANSTORN,,,,3,"787,62",
,,,,030316004,,TRATAMENTO DE TRANSTORNOS HEMO,,,,7,"1.841,65",
,,,,030316005,,TRATAMENTO DE TRANSTORNOS RELAC,,,,1,"778,02",
,,,,030316006,,TRATAMENTO DE TRANSTORNOS RESPI,,,,1,"482,45",
,,,,,,,Total Prestador:,12,,,"3.889,74",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS INFECCIOSAS E PARASITÁRIAS,,,,,,,,,
68,,EDUARDO CORREA DE COSTA ,,,,,,,,,,
,,,,030301012,,TRATAMENTO DE INFECÇÕES DE TRANS,,,,2,"517,54",
,,,,,,,Total Prestador:,2,,,"517,54",
Grupo Procedimento:,,,,,,,,,,,,
,,,DIAGNÓSTICO EM CARDIOLOGIA,,,,,,,,,
264,,ALEXANDRE MORAES XAVIER,,,,,,,,,,
,,,,021102001,,CATETERISMO CARDIACO,,,,1,"772,80",
,,,,,,,Total Prestador:,1,,,"772,80",
265,,IVONE NASCENTE GOMES E SI,,,,,,,,,,
,,,,021102001,,CATETERISMO CARDIACO,,,,7,"5.409,60",
,,,,,,,Total Prestador:,7,,,"5.409,60",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
266,,JOSE ALBERTO KALIL,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,95,"411,14",
,,,,,,,Total Prestador:,95,,,"411,14",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DIALÍTICO,,,,,,,,,
266,,JOSE ALBERTO KALIL,,,,,,,,,,
,,,,030501013,,HEMODIÁLISE P/ PACIENTES RENAIS AG,,,,48,"12.739,68",
,,,,,,,Total Prestador:,48,,,"12.739,68",
Grupo Procedimento:,,,,,,,,,,,,
,,,DIAGNÓSTICO EM CARDIOLOGIA,,,,,,,,,
270,,ADIMAR PIRES DA SILVA JUNIO,,,,,,,,,,
,,,,021102001,,CATETERISMO CARDIACO,,,,3,"2.318,40",
,,,,,,,Total Prestador:,3,,,"2.318,40",
Grupo Procedimento:,,,,,,,,,,,,
,,,MEDICINA TRANSFUSIONAL,,,,,,,,,
274,,ANDRE HENRIQUE CREPALDI,,,,,,,,,,
,,,,030602006,,TRANSFUSAO DE CONCENTRADO DE HE,,,,83,"696,37",
,,,,030602007,,TRANSFUSAO DE CONCENTRADO DE PL,,,,27,"226,53",
,,,,030602010,,TRANSFUSAO DE PLASMA FRESCO,,,,9,"75,51",
,,,,,,,Total Prestador:,119,,,"998,41",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
277,,CARLA ESCOBAR DE OLIVEIRA ,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,7,"70,00",
,,,,,,,Total Prestador:,7,,,"70,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
277,,CARLA ESCOBAR DE OLIVEIRA ,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,6,"331,20",
,,,,,,,Total Prestador:,6,,,"331,20",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE ALGUMAS AFECÇÕESS ORIGINADAS NO PERÍODO NEONATAL,,,,,,,,,
277,,CARLA ESCOBAR DE OLIVEIRA ,,,,,,,,,,
,,,,030316003,,TRATAMENTO DE OUTROS TRANSTORN,,,,10,"2.815,03",
,,,,030316005,,TRATAMENTO DE TRANSTORNOS RELAC,,,,5,"3.890,10",
,,,,030316006,,TRATAMENTO DE TRANSTORNOS RESPI,,,,19,"9.166,55",
,,,,,,,Total Prestador:,34,,,"15.871,68",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS INFECCIOSAS E PARASITÁRIAS,,,,,,,,,
277,,CARLA ESCOBAR DE OLIVEIRA ,,,,,,,,,,
,,,,030301012,,TRATAMENTO DE INFECÇÕES DE TRANS,,,,1,"258,77",
,,,,,,,Total Prestador:,1,,,"258,77",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
280,,CLAUDIO CESAR ZANGALE DE ,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,7,"70,00",
,,,,,,,Total Prestador:,7,,,"70,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
280,,CLAUDIO CESAR ZANGALE DE ,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,57,"3.146,40",
,,,,,,,Total Prestador:,57,,,"3.146,40",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE ALGUMAS AFECÇÕESS ORIGINADAS NO PERÍODO NEONATAL,,,,,,,,,
280,,CLAUDIO CESAR ZANGALE DE ,,,,,,,,,,
,,,,030316004,,TRATAMENTO DE TRANSTORNOS HEMO,,,,2,"525,08",
,,,,,,,Total Prestador:,2,,,"525,08",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
287,,RAFAELA VERLANGIERI MEND,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,1,"10,00",
,,,,,,,Total Prestador:,1,,,"10,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
287,,RAFAELA VERLANGIERI MEND,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,1,"55,20",
,,,,,,,Total Prestador:,1,,,"55,20",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
288,,RENE DIAZ RODRIGUEZ,,,,,,,,,,
,,,,030101014,,PRIMEIRA CONSULTA DE PEDIATRIA AO ,,,,27,"270,00",
,,,,,,,Total Prestador:,27,,,"270,00",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
288,,RENE DIAZ RODRIGUEZ,,,,,,,,,,
,,,,031001002,,ATENDIMENTO AO RECEM-NASCIDO NO ,,,,184,"10.156,80",
,,,,,,,Total Prestador:,184,,,"10.156,80",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE ALGUMAS AFECÇÕESS ORIGINADAS NO PERÍODO NEONATAL,,,,,,,,,
288,,RENE DIAZ RODRIGUEZ,,,,,,,,,,
,,,,030316003,,TRATAMENTO DE OUTROS TRANSTORN,,,,7,"1.857,13",
,,,,030316004,,TRATAMENTO DE TRANSTORNOS HEMO,,,,6,"1.575,24",
,,,,030316006,,TRATAMENTO DE TRANSTORNOS RESPI,,,,1,"482,45",
,,,,,,,Total Prestador:,14,,,"3.914,82",
Grupo Procedimento:,,,,,,,,,,,,
,,,GERAIS EM ONCOLOGIA,,,,,,,,,
291,,HILTON CORREA DA COSTA JU,,,,,,,,,,
,,,,030410002,,TRATAMENTO CLÍNICO DE PACIENTE ON,,,,1,"425,49",
,,,,,,,Total Prestador:,1,,,"425,49",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS CARDIOVASCULARES,,,,,,,,,
291,,HILTON CORREA DA COSTA JU,,,,,,,,,,
,,,,030306014,,TRATAMENTO DE EMBOLIA PULMONAR,,,,1,"512,78",
,,,,,,,Total Prestador:,1,,,"512,78",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO EM NEFROLOGIA EM GERAL,,,,,,,,,
291,,HILTON CORREA DA COSTA JU,,,,,,,,,,
,,,,030502005,,TRATAMENTO DA DOENÇA RENAL CRÔNI,,,,1,"396,20",
,,,,,,,Total Prestador:,1,,,"396,20",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
Grupo Procedimento:,,,,,,,,,,,,
,,,COMPLICAÇÕES CONSEQUENTES A PROCEDIMENTOS EM SAÚDE,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030804001,,TRATAMENTO DE COMPLICACOES DE PR,,,,13,"2.569,87",
,,,,,,,Total Prestador:,13,,,"2.569,87",
Grupo Procedimento:,,,,,,,,,,,,
,,,GERAIS EM ONCOLOGIA,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030410002,,TRATAMENTO CLÍNICO DE PACIENTE ON,,,,1,"417,75",
,,,,,,,Total Prestador:,1,,,"417,75",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DAS DOENÇAS DO APARELHO GENITURINÁRIO,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030315005,,TRATAMENTO DE OUTRAS DOENCAS DO ,,,,1,"226,42",
,,,,,,,Total Prestador:,1,,,"226,42",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS CARDIOVASCULARES,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030306010,,TRATAMENTO DE CRISE HIPERTENSIVA,,,,1,"189,67",
,,,,030306014,,TRATAMENTO DE EMBOLIA PULMONAR,,,,1,"512,78",
,,,,030306021,,TRATAMENTO DE INSUFICIENCIA CARDIA,,,,18,"12.599,38",
,,,,030306028,,TRATAMENTO DE SINDROME CORONARI,,,,2,"633,23",
,,,,030306029,,TRATAMENTO DE TROMBOSE VENOSA P,,,,1,"310,76",
,,,,,,,Total Prestador:,23,,,"14.245,82",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS DO APARELHO DIGESTIVO,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030307006,,TRATAMENTO DE DOENCAS DO ESOFAG,,,,1,"197,67",
,,,,030307007,,TRATAMENTO DE DOENCAS DO FIGADO,,,,4,"1.661,36",
,,,,030307010,,TRATAMENTO DE OUTRAS DOENCAS DO ,,,,2,"694,30",
,,,,030307011,,TRATAMENTO DE OUTRAS DOENCAS DO ,,,,1,"193,66",
,,,,030307012,,TRATAMENTO DE TRANSTORNOS DAS VI,,,,1,"332,30",
,,,,,,,Total Prestador:,9,,,"3.079,29",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS DO OUVIDO/APÓFISE MASTÓIDE E VIAS AÉREAS,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030314004,,TRATAMENTO DAS DOENCAS CRONICAS ,,,,4,"1.913,48",
,,,,030314015,,TRATAMENTO DE PNEUMONIAS OU INFL,,,,3,"1.721,14",
,,,,,,,Total Prestador:,7,,,"3.634,62",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS DO SISTEMA NERVOSO CENTRAL E PERIFÉRICO,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030304014,,TRATAMENTO DE ACIDENTE VASCULAR ,,,,1,"463,21",
,,,,,,,Total Prestador:,1,,,"463,21",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DE DOENÇAS ENDOCRINAS, METABÓLICAS E NUTRICIONAIS",,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030303003,,TRATAMENTO DE DIABETES MELLITUS,,,,1,"360,80",
,,,,030303004,,TRATAMENTO DE DISTURBIOS METABOLI,,,,1,"139,42",
,,,,,,,Total Prestador:,2,,,"500,22",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO DE DOENÇAS INFECCIOSAS E PARASITÁRIAS,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030301003,,TRATAMENTO DE OUTRAS DOENÇAS BA,,,,1,"814,32",
,,,,,,,Total Prestador:,1,,,"814,32",
Grupo Procedimento:,,,,,,,,,,,,
,,,TRATAMENTO EM NEFROLOGIA EM GERAL,,,,,,,,,
292,,LUCIO DUARTE GUIMARAES,,,,,,,,,,
,,,,030502001,,TRATAMENTO DA PIELONEFRITE,,,,1,"204,50",
,,,,,,,Total Prestador:,1,,,"204,50",
Grupo Procedimento:,,,,,,,,,,,,
,,,ANESTESIAS,,,,,,,,,
305,,DAIHANE CARVALHO TEIXEIRA,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,7,"428,26",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,3,"289,80",
,,,,041701006,,SEDACAO,,,,1,"15,15",
,,,,,,,Total Prestador:,11,,,"733,21",
306,,DEBORAH MARIA DE MOURA G,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,5,"305,90",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,3,"289,80",
,,,,,,,Total Prestador:,8,,,"595,70",
307,,DIOGO LEITE SAMPAIO,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,7,"428,26",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
,,,,,,,Total Prestador:,7,,,"428,26",
308,,IGOR SEROR CUIABANO,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,2,"122,36",
,,,,,,,Total Prestador:,2,,,"122,36",
310,,JOSE PINHEIRO COELHO FILH,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,50,"3.059,00",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,8,"772,80",
,,,,041701006,,SEDACAO,,,,1,"15,15",
,,,,,,,Total Prestador:,59,,,"3.846,95",
311,,KAREN MARIA PREZA NOGUEI,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,21,"1.284,78",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,3,"289,80",
,,,,,,,Total Prestador:,24,,,"1.574,58",
312,,LEONARDO GODOES LOUREIR,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,10,"611,80",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,1,"96,60",
,,,,,,,Total Prestador:,11,,,"708,40",
313,,LILIAN AUXILIADORA AUDI BER,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,15,"917,70",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,2,"193,20",
,,,,041701006,,SEDACAO,,,,2,"30,30",
,,,,,,,Total Prestador:,19,,,"1.141,20",
314,,MARCIA REGINA NOBRES DA S,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,8,"489,44",
,,,,041701003,,ANESTESIA OBSTETRICA P/CESARIANA E,,,,1,"96,60",
,,,,,,,Total Prestador:,9,,,"586,04",
315,,RAFAEL EDUARDO SOARES SI,,,,,,,,,,
,,,,041701001,,ANESTESIA OBSTETRICA P/ CESARIANA,,,,5,"305,90",
,,,,,,,Total Prestador:,5,,,"305,90",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
318,,CELSO ANTUNES MACIEL,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,3,"26,60",
,,,,,,,Total Prestador:,3,,,"26,60",
Grupo Procedimento:,,,,,,,,,,,,
,,,PAREDE E CAVIDADE ABDOMINAL,,,,,,,,,
328,,EMANUEL GONCALO LEITE DE ,,,,,,,,,,
,,,,040704019,,PARACENTESE ABDOMINAL,,,,2,"24,54",
,,,,,,,Total Prestador:,2,,,"24,54",
Grupo Procedimento:,,,,,,,,,,,,
,,,PULMÃO,,,,,,,,,
328,,EMANUEL GONCALO LEITE DE ,,,,,,,,,,
,,,,041205017,,TORACOCENTESE/DRENAGEM DE PLEUR,,,,2,"109,94",
,,,,,,,Total Prestador:,2,,,"109,94",
Grupo Procedimento:,,,,,,,,,,,,
,,,PAREDE E CAVIDADE ABDOMINAL,,,,,,,,,
335,,RENAN SOUZA MANCIO,,,,,,,,,,
,,,,040704021,,PNEUMOPERITONIO (POR SESSAO),,,,7,"95,41",
,,,,,,,Total Prestador:,7,,,"95,41",
Grupo Procedimento:,,,,,,,,,,,,
,,,COMPLICAÇÕES CONSEQUENTES A PROCEDIMENTOS EM SAÚDE,,,,,,,,,
345,,ADILSON JOAO MASSONI,,,,,,,,,,
,,,,030804001,,TRATAMENTO DE COMPLICACOES DE PR,,,,1,"199,33",
,,,,,,,Total Prestador:,1,,,"199,33",
Grupo Procedimento:,,,,,,,,,,,,
,,,CONSULTAS MÉDICAS/OUTROS PROFISSIONAIS  DE NIVEL SUPERIOR,,,,,,,,,
345,,ADILSON JOAO MASSONI,,,,,,,,,,
,,,,030101017,,CONSULTA/AVALIAÇÃO EM PACIENTE INT,,,,1,"6,62",
,,,,,,,Total Prestador:,1,,,"6,62",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
345,,ADILSON JOAO MASSONI,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,11,"5.295,75",
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,7,"4.320,33",
,,,,,,,Total Prestador:,18,,,"9.616,08",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
345,,ADILSON JOAO MASSONI,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,2,"298,64",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,5,"647,86",
,,,,,,,Total Prestador:,7,,,"946,50",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
348,,ANA CLAUDIA ALMEIDA SOUZA,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,11,"5.291,88",
,Prestador,,,,,,,,,,,
,,,,,Procedimento,,,,Qtd,,,Valor
348,,ANA CLAUDIA ALMEIDA SOUZA,,,,,,,,,,
,,,,031001004,,PARTO NORMAL EM GESTAÇÃO DE ALTO ,,,,3,"1.851,57",
,,,,,,,Total Prestador:,14,,,"7.143,45",
Grupo Procedimento:,,,,,,,,,,,,
,,,"TRATAMENTO DURANTE A GESTAÇÃO, PARTO E PUERPÉRIO",,,,,,,,,
348,,ANA CLAUDIA ALMEIDA SOUZA,,,,,,,,,,
,,,,030310001,,TRATAMENTO DE COMPLICACOES RELA,,,,1,"154,30",
,,,,030310004,,TRATAMENTO DE INTERCORRENCIAS CLI,,,,3,"327,72",
,,,,,,,Total Prestador:,4,,,"482,02",
Grupo Procedimento:,,,,,,,,,,,,
,,,PARTO E NASCIMENTO,,,,,,,,,
351,,ANGELICA RODRIGUEZ TORRE,,,,,,,,,,
,,,,031001003,,PARTO NORMAL,,,,10,"4.810,80",
,,,,,,,Total Prestador:,10,,,"4.810,80",
